series_id,period_end,fiscal_year,fiscal_quarter,entity,metric,value,units,source_type,source,notes
de_dealer_inv_pct_ttm_220hp_plus,2023-10-31,2023,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,15,percent,call-transcript,call-transcripts/2024-05-16__de-us-20240516-call-qna__46474.md,'row crop tractors were about 15% inventory to sales as we close out 2023'; 4Q24 call repeats 15%
de_dealer_inv_pct_ttm_220hp_plus,2024-10-31,2024,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,10,percent,call-transcript,call-transcripts/2024-11-21__de-us-20241121-call-q4-pres__46452.md,"'year end inventory to sales ratio of 10%, a 500 basis point reduction year over year'; only twice this low in 10 yrs (Apr-2014, Jan-2022)"
de_dealer_inv_pct_ttm_220hp_plus,2025-07-31,2025,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,20,percent,call-transcript,call-transcripts/2025-08-15__de-us-20250815-call-q3-qna__143409.md,'right around 20% inventory to sales ... exactly the same year over year'; APPROXIMATE ('right around')
de_dealer_inv_pct_ttm_220hp_plus,2025-10-31,2025,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,12,percent,call-transcript,call-transcripts/2025-11-26__de-us-20251126-call-q4-pres-2__361265.md,'220 horsepower and above tractors were at 12%'; absolute units the lowest in over 17 years
de_dealer_inv_pct_ttm_2wd_100hp,2013-01-31,2013,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,18,percent,slide,slides/2015-02-20__de-us-20150220-slide__469336.md,two-years-prior column of the Jan-2015 deck's 3-year table; labelled Row-Crop Tractors
de_dealer_inv_pct_ttm_2wd_100hp,2014-01-31,2014,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,19,percent,slide,slides/2015-02-20__de-us-20150220-slide__469336.md,prior-year column; labelled Row-Crop Tractors
de_dealer_inv_pct_ttm_2wd_100hp,2014-04-30,2014,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,18,percent,slide,slides/2015-05-22__de-us-20150522-slide__469418.md,prior-year column; labelled Row-Crop Tractors
de_dealer_inv_pct_ttm_2wd_100hp,2014-07-31,2014,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,25,percent,slide,slides/2015-08-21__de-us-20150821-slide__469412.md,prior-year column
de_dealer_inv_pct_ttm_2wd_100hp,2015-01-31,2015,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,24,percent,slide,slides/2015-02-20__de-us-20150220-slide__469336.md,labelled Row-Crop Tractors
de_dealer_inv_pct_ttm_2wd_100hp,2015-04-30,2015,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,23,percent,slide,slides/2015-05-22__de-us-20150522-slide__469418.md,deck table OCR-scrambled; value corroborated by prior-year column of the Apr-2016 deck
de_dealer_inv_pct_ttm_2wd_100hp,2015-07-31,2015,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,25,percent,slide,slides/2015-08-21__de-us-20150821-slide__469412.md,deck table OCR-scrambled; corroborated by prior-year column of the Jul-2016 deck
de_dealer_inv_pct_ttm_2wd_100hp,2015-10-31,2015,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,24,percent,slide,slides/2016-11-23__de-us-20161123-slide__468519.md,Oct-2015 deck table unreadable after conversion; taken from the Oct-2016 deck prior-year column
de_dealer_inv_pct_ttm_2wd_100hp,2016-01-31,2016,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,29,percent,slide,slides/2016-02-19__de-us-20160219-slide__469335.md,deck table OCR-scrambled; prior-year cell 24% matches the Jan-2015 print
de_dealer_inv_pct_ttm_2wd_100hp,2016-04-30,2016,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,37,percent,slide,slides/2016-05-20__de-us-20160520-slide__469364.md,deck table OCR-scrambled; prior-year cell 23% matches the Apr-2015 print
de_dealer_inv_pct_ttm_2wd_100hp,2016-07-31,2016,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,37,percent,slide,slides/2016-08-19__de-us-20160819-slide__469401.md,deck table OCR-scrambled; prior-year cell 25% matches the Jul-2015 print
de_dealer_inv_pct_ttm_2wd_100hp,2016-10-31,2016,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,31,percent,slide,slides/2016-11-23__de-us-20161123-slide__468519.md,deck table OCR-scrambled; prior-year cell 24% is the Oct-2015 value
de_dealer_inv_pct_ttm_2wd_100hp,2017-01-31,2017,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,38,percent,slide,slides/2017-02-17__de-us-20170217-slide__469324.md,
de_dealer_inv_pct_ttm_2wd_100hp,2017-04-30,2017,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,32,percent,slide,slides/2017-05-19__de-us-20170519-slide__469652.md,
de_dealer_inv_pct_ttm_2wd_100hp,2017-07-31,2017,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,31,percent,slide,slides/2017-08-18__de-us-20170818-slide__469828.md,
de_dealer_inv_pct_ttm_2wd_100hp,2017-10-31,2017,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,25,percent,slide,slides/2017-11-22__de-us-20171122-slide__469640.md,
de_dealer_inv_pct_ttm_2wd_100hp,2018-01-31,2018,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,33,percent,slide,slides/2018-02-16__de-us-20180216-slide__468566.md,
de_dealer_inv_pct_ttm_2wd_100hp,2018-04-30,2018,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,39,percent,slide,slides/2018-05-18__de-us-20180518-slide__469458.md,
de_dealer_inv_pct_ttm_2wd_100hp,2018-07-31,2018,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,37,percent,slide,slides/2018-08-17__de-us-20180817-slide__468505.md,
de_dealer_inv_pct_ttm_2wd_100hp,2018-10-31,2018,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,32,percent,slide,slides/2018-11-21__de-us-20181121-slide__469934.md,
de_dealer_inv_pct_ttm_2wd_100hp,2019-01-31,2019,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,38,percent,slide,slides/2019-02-15__de-us-20190215-slide__469639.md,
de_dealer_inv_pct_ttm_2wd_100hp,2019-04-30,2019,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,44,percent,slide,slides/2019-05-17__de-us-20190517-slide__469810.md,cycle peak for this series in the corpus
de_dealer_inv_pct_ttm_2wd_100hp,2019-07-31,2019,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,41,percent,slide,slides/2019-08-16__de-us-20190816-slide__469630.md,Jul-2020 deck later shows this comparative as 42%
de_dealer_inv_pct_ttm_2wd_100hp,2019-10-31,2019,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,27,percent,slide,slides/2019-11-27__de-us-20191127-slide__469403.md,
de_dealer_inv_pct_ttm_2wd_100hp,2020-01-31,2020,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,31,percent,slide,slides/2020-02-21__de-us-20200221-slide__469359.md,Jan-2021 deck later shows this comparative as 32%
de_dealer_inv_pct_ttm_2wd_100hp,2020-04-30,2020,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,33,percent,slide,slides/2020-05-21__de-us-20200521-slide__469383.md,
de_dealer_inv_pct_ttm_2wd_100hp,2020-07-31,2020,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,32,percent,slide,slides/2020-08-20__de-us-20200820-slide__46433.md,
de_dealer_inv_pct_ttm_2wd_100hp,2020-10-31,2020,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,21,percent,slide,slides/2020-11-25__de-us-20201125-slide__46418.md,
de_dealer_inv_pct_ttm_2wd_100hp,2021-01-31,2021,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,28,percent,slide,slides/2021-02-19__de-us-20210219-slide__46421.md,
de_dealer_inv_pct_ttm_2wd_100hp,2021-04-30,2021,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,25,percent,slide,slides/2021-05-21__de-us-20210521-slide__46479.md,
de_dealer_inv_pct_ttm_2wd_100hp,2021-07-31,2021,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,21,percent,slide,slides/2021-08-20__de-us-20210820-slide__46481.md,
de_dealer_inv_pct_ttm_2wd_100hp,2021-10-31,2021,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,12,percent,slide,slides/2021-11-24__de-us-20211124-slide__46437.md,corpus low; post-COVID supply constraint
de_dealer_inv_pct_ttm_2wd_100hp,2022-01-31,2022,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,15,percent,slide,slides/2022-02-18__de-us-20220218-slide__46449.md,
de_dealer_inv_pct_ttm_2wd_100hp,2022-04-30,2022,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,22,percent,slide,slides/2022-05-20__de-us-20220520-slide__46463.md,
de_dealer_inv_pct_ttm_2wd_100hp,2022-07-31,2022,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,24,percent,slide,slides/2022-08-19__de-us-20220819-slide__46460.md,
de_dealer_inv_pct_ttm_2wd_100hp,2022-10-31,2022,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,18,percent,slide,slides/2022-11-23__de-us-20221123-slide__46423.md,
de_dealer_inv_pct_ttm_2wd_100hp,2023-01-31,2023,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,25,percent,slide,slides/2023-02-17__de-us-20230217-slide__46447.md,
de_dealer_inv_pct_ttm_2wd_100hp,2023-04-30,2023,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,29,percent,slide,slides/2023-05-19__de-us-20230519-slide__46428.md,
de_dealer_inv_pct_ttm_2wd_100hp,2023-07-31,2023,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,30,percent,slide,slides/2023-08-18__de-us-20230818-slide__46427.md,
de_dealer_inv_pct_ttm_2wd_100hp,2023-10-31,2023,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,23,percent,slide,slides/2023-11-22__de-us-20231122-slide__46466.md,
de_dealer_inv_pct_ttm_2wd_100hp,2024-01-31,2024,Q1,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,30,percent,slide,slides/2024-02-15__de-us-20240215-slide__46430.md,
de_dealer_inv_pct_ttm_2wd_100hp,2024-04-30,2024,Q2,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,31,percent,slide,slides/2024-05-16__de-us-20240516-slide__46443.md,
de_dealer_inv_pct_ttm_2wd_100hp,2024-07-31,2024,Q3,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,31,percent,slide,slides/2024-08-15__de-us-20240815-slide__46457.md,"management on the 3Q24 call: 'if you look at 100+, we're around 30%-31% inventory-to-sales ratio'"
de_dealer_inv_pct_ttm_2wd_100hp,2024-07-31,2024,Q3,Industry ex-Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,70,percent,call-transcript,call-transcripts/2024-08-15__de-us-20240815-call-qna__46445.md,"INDUSTRY EX-DEERE comparator: 'if you look at 100+, we're around 30%-31% ... I think the industry ex Deere is closer to 70%'; APPROXIMATE"
de_dealer_inv_pct_ttm_2wd_100hp,2024-10-31,2024,Q4,Deere US & Canada Ag dealers,dealer_inventory_units_pct_of_ttm_retail,24,percent,slide,slides/2024-11-21__de-us-20241121-slide__46477.md,
