series_id,date,plant,city,state_or_region,country,segment,metric,value,units,source_type,source,notes
de_domestic_assembly_share,2025-05-15,,,,United States,,share_of_us_sales_assembled_in_us,80,percent,filing,filings/2025-05-15__de-us-20250515-q2-10q__105831.md,"""Nearly 80% of our domestic sales are assembled in the U.S., with the remaining products imported primarily from Europe, Mexico, India, and Japan."" Deere-stated approximation, not an exact measure"
de_domestic_assembly_share,2025-08-14,,,,United States,,share_of_us_sales_assembled_in_us,80,percent,filing,filings/2025-08-14__de-us-20250814-q3-10q__155834.md,"Same ""nearly 80%"" language repeated in Q3 FY2025 10-Q"
de_domestic_assembly_share,2025-11-26,,,,United States,,share_of_us_sales_assembled_in_us,80,percent,filing,filings/2025-11-26__de-us-20251126-q4-10k__469216.md,"FY2025 10-K Global Trade Policies section; ""nearly 80%"""
de_domestic_assembly_share,2026-02-19,,,,United States,,share_of_us_sales_assembled_in_us,75,percent,filing,filings/2026-02-19__de-us-20260219-q1-10q__648937.md,"Q1 FY2026 10-Q says ""nearly 75%"" - a 5pp step DOWN from the 80% repeated through FY2025. Signals a higher imported share of US sales (Europe/Mexico/India/Japan). Deere dropped this sentence entirely from the Q2 FY2026 10-Q"
de_tariff_direct_cost,2025-05-15,,,,,Total,incremental_tariff_cost_quarter,95,USDm,filing,filings/2025-05-15__de-us-20250515-q2-10q__105831.md,"Q2 FY2025; ""approximately $95""; excludes tariffs on suppliers and demand effects"
de_tariff_direct_cost,2025-08-14,,,,,Total,incremental_tariff_cost_ytd_9m,300,USDm,filing,filings/2025-08-14__de-us-20250814-q3-10q__155834.md,"First nine months FY2025; ""approximately $300"". Implies ~$205m in Q3 FY2025 alone"
de_tariff_direct_cost,2025-11-26,,,,,Total,incremental_tariff_cost_fy,600,USDm,filing,filings/2025-11-26__de-us-20251126-q4-10k__469216.md,"Full FY2025; ""approximately $600"". Implies ~$300m in Q4 FY2025"
de_tariff_direct_cost,2026-02-19,,,,,Total,incremental_tariff_cost_quarter,361,USDm,filing,filings/2026-02-19__de-us-20260219-q1-10q__648937.md,Q1 FY2026 gross incremental tariff cost; no recovery recognised yet at this date
de_tariff_direct_cost,2026-05-28,,,,,Total,incremental_tariff_cost_ytd_h1_net,372,USDm,filing,filings/2026-05-28__de-us-20260528-q2-10q__1055932.md,"H1 FY2026 NET of the $272m IEEPA recovery. Gross H1 = 372+272 = $644m, so gross Q2 FY2026 = 644-361 = ~$283m and NET Q2 = 372-361 = ~$11m. H1 FY2025 comparative was ~$95m"
de_tariff_recovery,2026-05-28,,,,,Total,ieepa_refund_claim_recognised,272,USDm,filing,filings/2026-05-28__de-us-20260528-q2-10q__1055932.md,"Refund claim filed with and accepted by US CBP; recorded as probable and reasonably estimable, reducing cost of sales. Allocated 20% PPA / 30% SAT / 50% CF. This is the FIRST-PHASE claim only - later CAPE phases were still opening during Q3 FY2026"
de_tariff_recovery_alloc_ppa,2026-05-28,,,,,PPA,ieepa_refund_allocation_share,20,percent,filing,filings/2026-05-28__de-us-20260528-q2-10q__1055932.md,Allocation of the $272m recovery across segments
de_tariff_recovery_alloc_sat,2026-05-28,,,,,SAT,ieepa_refund_allocation_share,30,percent,filing,filings/2026-05-28__de-us-20260528-q2-10q__1055932.md,Allocation of the $272m recovery across segments
de_tariff_recovery_alloc_cf,2026-05-28,,,,,CF,ieepa_refund_allocation_share,50,percent,filing,filings/2026-05-28__de-us-20260528-q2-10q__1055932.md,"Allocation of the $272m recovery across segments. CF takes half - CF is the most import-exposed segment, consistent with roadbuilding (Wirtgen, Germany) and compact construction sourcing"
de_factory_count_us_canada,2015-11-25,,,,United States and Canada,,owned_factory_locations,20,count,filing,filings/2015-11-25__de-us-20151125-q4-10k__469104.md,10-K Item 2 Properties; owned only (2 additional leased)
