series_id,period_end,fiscal_year,fiscal_quarter,value,units,source_type,source,notes
de_cost_of_sales,2009-01-31,2009,Q1,3542.5,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2009-04-30,2009,Q2,4756.4,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill."
de_cost_of_sales,2009-07-31,2009,Q3,4057.6,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2009-10-31,2009,Q4,3898.0,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet and us-gaap:GrossProfit, three-month duration context. Cost of sales RECONSTRUCTED as net sales - gross profit because Deere did not tag a three-month CostOfGoodsSold for this quarter."
de_cost_of_sales,2010-01-31,2010,Q1,3205.5,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2010-04-30,2010,Q2,4765.2,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2010-07-31,2010,Q3,4519.6,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill."
de_cost_of_sales,2010-10-31,2010,Q4,4909.0,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet and us-gaap:GrossProfit, three-month duration context. Cost of sales RECONSTRUCTED as net sales - gross profit because Deere did not tag a three-month CostOfGoodsSold for this quarter."
de_cost_of_sales,2011-01-31,2011,Q1,4094.1,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2011-04-30,2011,Q2,6106.9,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2011-07-31,2011,Q3,5792.2,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2011-10-31,2011,Q4,5926.0,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet and us-gaap:GrossProfit, three-month duration context. Cost of sales RECONSTRUCTED as net sales - gross profit because Deere did not tag a three-month CostOfGoodsSold for this quarter."
de_cost_of_sales,2012-01-31,2012,Q1,4576.0,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill."
de_cost_of_sales,2012-04-30,2012,Q2,6834.5,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2012-07-31,2012,Q3,6756.0,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2012-10-31,2012,Q4,6841.0,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet and us-gaap:GrossProfit, three-month duration context. Cost of sales RECONSTRUCTED as net sales - gross profit because Deere did not tag a three-month CostOfGoodsSold for this quarter."
de_cost_of_sales,2013-01-31,2013,Q1,5014.8,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2013-04-30,2013,Q2,7482.2,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill."
de_cost_of_sales,2013-07-31,2013,Q3,6837.9,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet / us-gaap:CostOfGoodsSold, three-month duration context. Pre-corpus backfill. RESTATEMENT: more than one XBRL value exists for this period (Deere reclassified non-service pension cost under ASU 2017-07); the lower/earliest-filed value is used."
de_cost_of_sales,2013-10-31,2013,Q4,6332.0,USDm,api,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,"SEC XBRL us-gaap:SalesRevenueGoodsNet and us-gaap:GrossProfit, three-month duration context. Cost of sales RECONSTRUCTED as net sales - gross profit because Deere did not tag a three-month CostOfGoodsSold for this quarter."
