series_id,period_end,fiscal_year,fiscal_quarter,segment,component,value,units,source,notes
de_eps_actual_usd,,2008,3,TOTAL,diluted_eps_gaap,1.32,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2009,1,TOTAL,diluted_eps_gaap,0.48,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2009,2,TOTAL,diluted_eps_gaap,1.11,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2009,3,TOTAL,diluted_eps_gaap,0.99,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2009,4,TOTAL,diluted_eps_gaap,-0.53,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2010,1,TOTAL,diluted_eps_gaap,0.57,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2010,2,TOTAL,diluted_eps_gaap,1.28,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2010,3,TOTAL,diluted_eps_gaap,1.44,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2010,4,TOTAL,diluted_eps_gaap,1.07,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2011,1,TOTAL,diluted_eps_gaap,1.2,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2011,2,TOTAL,diluted_eps_gaap,2.12,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2011,3,TOTAL,diluted_eps_gaap,1.69,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2011,4,TOTAL,diluted_eps_gaap,1.62,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2012,1,TOTAL,diluted_eps_gaap,1.3,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2012,2,TOTAL,diluted_eps_gaap,2.61,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2012,3,TOTAL,diluted_eps_gaap,1.98,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2012,4,TOTAL,diluted_eps_gaap,1.75,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2013,1,TOTAL,diluted_eps_gaap,1.65,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2013,2,TOTAL,diluted_eps_gaap,2.76,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2013,3,TOTAL,diluted_eps_gaap,2.56,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2013,4,TOTAL,diluted_eps_gaap,2.11,USD,Deere 8-K earnings releases + SEC EDGAR XBRL companyfacts CIK 315189,
de_eps_actual_usd,,2014,1,TOTAL,diluted_eps_gaap,1.81,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,,2014,2,TOTAL,diluted_eps_gaap,2.65,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,,2014,3,TOTAL,diluted_eps_gaap,2.33,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,,2014,4,TOTAL,diluted_eps_gaap,1.83,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,,2015,1,TOTAL,diluted_eps_gaap,1.12,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,,2015,2,TOTAL,diluted_eps_gaap,2.03,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,,2015,3,TOTAL,diluted_eps_gaap,1.53,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,,2015,4,TOTAL,diluted_eps_gaap,1.08,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,,2016,1,TOTAL,diluted_eps_gaap,0.8,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,2016-05-01,2016,2,TOTAL,diluted_eps_gaap,1.56,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,2016-07-31,2016,3,TOTAL,diluted_eps_gaap,1.55,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,2016-10-30,2016,4,TOTAL,diluted_eps_gaap,0.9,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,2017-01-29,2017,1,TOTAL,diluted_eps_gaap,0.62,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,2017-04-30,2017,2,TOTAL,diluted_eps_gaap,2.5,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,2017-07-30,2017,3,TOTAL,diluted_eps_gaap,1.97,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,2017-10-29,2017,4,TOTAL,diluted_eps_gaap,1.57,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,2018-01-28,2018,1,TOTAL,diluted_eps_gaap,-1.66,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
de_eps_actual_usd,2018-04-29,2018,2,TOTAL,diluted_eps_gaap,3.67,USD,"Deere 8-K earnings releases (offline corpus), segment tables",
