series_id,date,plant,city,state_or_region,country,segment,metric,value,units,source_type,source,notes
de_warn_layoff,2014-08-20,Harvester Works,East Moline,IL,US,PPA,employees_affected,425,employees,warn-notice,"Illinois DCEO monthly WARN report, August 2014 (https://www.illinoisworknet.com/LayoffRecovery/Pages/ArchivedWARNReports.aspx, retrieved 2026-08-16)",notice_date=2014-08-20; effective_date=2014-10-20 (first=ending layoff date); type=Layoff; permanent_or_temporary=Permanent; union=UAW Local 865; bumping rights=Yes; NAICS 333111; rescinded_or_recalled=not recorded. Largest single Deere WARN event found in either state; the 2014-15 ag downturn.
de_warn_layoff,2015-11-30,Seeding and Cylinder,Moline,IL,US,PPA,employees_affected,220,employees,filing,"Deere & Company press release 'Deere Announces Factory Workforce Adjustments', 2015-11-30 (https://www.prnewswire.com/news-releases/deere-announces-factory-workforce-adjustments-300185176.html)","notice_date=2015-11-30; effective_date=2016-02-15; permanent_or_temporary=INDEFINITE layoff, company states 'no specific call-back date' and explicitly distinguishes it from the site's past seasonal layoffs; rescinded_or_recalled=not recorded. No corresponding Illinois WARN record exists."
de_warn_layoff,2018-09-07,Multiple Quad Cities sites,Moline/East Moline/Silvis,IL,US,multi,employees_affected,79,employees,warn-notice,"Illinois DCEO monthly WARN report, September 2018 (https://www.illinoisworknet.com/LayoffRecovery/Pages/ArchivedWARNReports.aspx, retrieved 2026-08-16)","CONTRACTOR, NOT DEERE PAYROLL. Filed by Eurest Services (food service) for its operations at One John Deere Place + 1515 5th Ave Moline (58), 1100 13th Ave East Moline (16), 1800 158th St Silvis (5). notice_date=2018-09-07; effective 2018-09-30 to 2018-12-31; permanent; type=Closing. Included because it is a Deere-site event, but it must NOT be added to Deere headcount reductions."
de_warn_layoff,2024-03-12,Des Moines Works,Ankeny,IA,US,PPA,employees_affected,30,employees,warn-notice,"Iowa Workforce Development WARN notice database (https://workforce.iowa.gov/employers/resources/warn/notices ; data extract from https://public.tableau.com/workbooks/IowaWARNNotifications.twb, retrieved 2026-08-16)",notice_date=2024-03-12; effective_date=2024-04-08; notice_type=Mass Layoff; permanent_or_temporary=not stated in IA database (IA records only 'Mass Layoff'/'Closing'); rescinded_or_recalled=no rescission recorded; one of five staged tranches filed on the same notice date
de_warn_layoff,2024-03-12,Des Moines Works,Ankeny,IA,US,PPA,employees_affected,30,employees,warn-notice,"Iowa Workforce Development WARN notice database (https://workforce.iowa.gov/employers/resources/warn/notices ; data extract from https://public.tableau.com/workbooks/IowaWARNNotifications.twb, retrieved 2026-08-16)",notice_date=2024-03-12; effective_date=2024-04-15; notice_type=Mass Layoff; permanent_or_temporary=not stated in IA database (IA records only 'Mass Layoff'/'Closing'); rescinded_or_recalled=no rescission recorded; one of five staged tranches filed on the same notice date
de_warn_layoff,2024-03-12,Des Moines Works,Ankeny,IA,US,PPA,employees_affected,30,employees,warn-notice,"Iowa Workforce Development WARN notice database (https://workforce.iowa.gov/employers/resources/warn/notices ; data extract from https://public.tableau.com/workbooks/IowaWARNNotifications.twb, retrieved 2026-08-16)",notice_date=2024-03-12; effective_date=2024-04-29; notice_type=Mass Layoff; permanent_or_temporary=not stated in IA database (IA records only 'Mass Layoff'/'Closing'); rescinded_or_recalled=no rescission recorded; one of five staged tranches filed on the same notice date
de_warn_layoff,2024-03-12,Des Moines Works,Ankeny,IA,US,PPA,employees_affected,30,employees,warn-notice,"Iowa Workforce Development WARN notice database (https://workforce.iowa.gov/employers/resources/warn/notices ; data extract from https://public.tableau.com/workbooks/IowaWARNNotifications.twb, retrieved 2026-08-16)",notice_date=2024-03-12; effective_date=2024-05-06; notice_type=Mass Layoff; permanent_or_temporary=not stated in IA database (IA records only 'Mass Layoff'/'Closing'); rescinded_or_recalled=no rescission recorded; one of five staged tranches filed on the same notice date
de_warn_layoff,2024-03-12,Des Moines Works,Ankeny,IA,US,PPA,employees_affected,30,employees,warn-notice,"Iowa Workforce Development WARN notice database (https://workforce.iowa.gov/employers/resources/warn/notices ; data extract from https://public.tableau.com/workbooks/IowaWARNNotifications.twb, retrieved 2026-08-16)",notice_date=2024-03-12; effective_date=2024-05-20; notice_type=Mass Layoff; permanent_or_temporary=not stated in IA database (IA records only 'Mass Layoff'/'Closing'); rescinded_or_recalled=no rescission recorded; one of five staged tranches filed on the same notice date
de_warn_layoff,2024-03-26,Waterloo Works,Waterloo,IA,US,PPA,employees_affected,308,employees,warn-notice,"Iowa Workforce Development WARN notice database (https://workforce.iowa.gov/employers/resources/warn/notices ; data extract from https://public.tableau.com/workbooks/IowaWARNNotifications.twb, retrieved 2026-08-16)",notice_date=2024-03-26; effective_date=2024-04-26; notice_type=Mass Layoff; permanent_or_temporary=not stated in IA database (IA records only 'Mass Layoff'/'Closing'); rescinded_or_recalled=no rescission recorded; site 3500 E Donald St (Tractor/Drivetrain complex)
de_warn_layoff_fq,2024-04-28,Multiple US factories,,US,US,multi,employees_affected,368,employees,inference,derived aggregate of the event rows in this file,"fiscal_quarter=FY2024Q2; DERIVED, do not double-count. Sum of WARN/news layoff headcounts whose EFFECTIVE date falls in FY2024Q2 (2024-01-29..2024-04-28). Contractor row excluded."
